Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,PCBuilders Price,PCBuilders Status,PCBuilders URL,Winsoft Price,Winsoft Status,Winsoft URL
MSI Z890 GAMING PLUS WIFI,msiz890pluswifi,,,,128500.0,In Stock,https://www.nanotek.lk/product/msi-z890-gaming-plus-wifi,,,,,,
MSI B450 GAMING PLUS MAX,msib450plusmax,,,,40000.0,Out of Stock,https://www.nanotek.lk/product/msi-b450-gaming-plus-max,,,,,,
ASUS TUF GAMING B850M-PLUS WIFI,asustufb850mpluswifi,,,,104000.0,In Stock,https://www.nanotek.lk/product/asus-tuf-gaming-b850m-plus-wifi,,,,,,
MSI A520M-A PRO,msia520mapro,,,,24000.0,Out of Stock,https://www.nanotek.lk/product/msi-a520m-a-pro,,,,,,
COLORFUL CVN Z790D5 GAMING PRO V20,colorfulcvnz790d5prov20,,,,49500.0,Out of Stock,https://www.nanotek.lk/product/colorful-cvn-z790d5-gaming-pro-v20,,,,,,
COLORFUL CVN B760M FROZEN WIFI D5 V20,colorfulcvnb760mfrozenwifid5v20,,,,54500.0,Out of Stock,https://www.nanotek.lk/product/colorful-cvn-b760m-frozen-wifi-d5-v20,,,,,,
COLORFUL BATTLE-AX H610M-E WIFI V20,colorfulbattleaxh610mewifiv20,,,,33500.0,Out of Stock,https://www.nanotek.lk/product/colorful-battle-ax-h610m-e-wifi-v20,,,,,,
ASUS PRIME B840-PLUS WIFI,asusprimeb840pluswifi,,,,86000.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-b840-plus-wifi,,,,,,
Asus TUF GAMING X870-PLUS WIFI,asustufx870pluswifi,,,,149000.0,Out of Stock,https://www.nanotek.lk/product/asus-tuf-gaming-x870-plus-wifi,,,,,,
ASUS TUF GAMING B850-PLUS WIFI,asustufb850pluswifi,,,,102000.0,Out of Stock,https://www.nanotek.lk/product/asus-tuf-gaming-b850-plus-wifi,,,,,,
ASUS PRIME B550M-A,asusprimeb550ma,,,,49500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-b550m-a,,,,,,
ASUS ROG CROSSHAIR X870E HERO,asusrogcrosshairx870ehero,,,,279000.0,Out of Stock,https://www.nanotek.lk/product/asus-rog-crosshair-x870e-hero,,,,,,
ASUS TUF B660-PLUS WIFI D4,asustufb660pluswifid4,,,,62000.0,Out of Stock,https://www.nanotek.lk/product/asus-tuf-b660-plus-wifi-d4,,,,,,
ASUS PRIME X870-P WIFI-CSM,asusprimex870pwificsm,,,,120000.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-x870-p-wifi-csm,,,,,,
ASUS PRIME H610M-D D4 CSM,asusprimeh610mdd4csm,,,,35500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-h610m-d-d4-csm,,,,,,
ASUS TUF GAMING Z890-PRO WIFI,asustufz890prowifi,,,,143000.0,Out of Stock,https://www.nanotek.lk/product/asus-tuf-gaming-z890-pro-wifi,,,,,,
ASUS PRIME H610M-K CSM DDR5,asusprimeh610mkcsmddr5,,,,33000.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-h610m-k-csm-ddr5,,,,,,
ASUS ROG Strix X870-F Gaming WiFi,asusrogstrixx870fwifi,,,,199000.0,Out of Stock,https://www.nanotek.lk/product/asus-rog-strix-x870-f-gaming-wifi,,,,,,
ASUS TUF B760-PLUS WIFI DDR5,asustufb760pluswifiddr5,,,,73500.0,Out of Stock,https://www.nanotek.lk/product/asus-tuf-b760-plus-wifi-ddr5,,,,,,
ASUS TUF GAMING Z790-PLUS WIFI DDR5,asustufz790pluswifiddr5,,,,125000.0,Out of Stock,https://www.nanotek.lk/product/asus-tuf-gaming-z790-plus-wifi-ddr5,,,,,,
ASUS ProArt Z790-CREATOR WIFI,asusproartz790creatorwifi,,,,185000.0,Out of Stock,https://www.nanotek.lk/product/asus-proart-z790-creator-wifi,,,,,,
ASUS PRIME B550M-K,asusprimeb550mk,,,,39500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-b550m-k,,,,,,
ASUS TUF GAMING B650-PLUS,asustufb650plus,,,,79500.0,Out of Stock,https://www.nanotek.lk/product/asus-tuf-gaming-b650-plus,,,,,,
Asus Prime B760M-A DDR5,asusprimeb760maddr5,,,,58600.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-b760m-a-ddr5,,,,,,
ASUS PRIME B550M-A WIFI II,asusprimeb550mawifiii,,,,53500.0,In Stock,https://www.nanotek.lk/product/asus-prime-b550m-a-wifi-ii,,,,,,
Gigabyte H610M K DDR4 Motherboard,gigabyteh610mkddr4motherboard,,,,,,,29500.0,In Stock,https://pcbuilders.lk/gigabyte-h610m/,29500.0,In Stock,https://www.winsoft.lk/product/gigabyte-h610m-k-ddr4-motherboard/
Gigabyte H610M K DDR5 Motherboard,gigabyteh610mkddr5motherboard,,,,,,,31000.0,In Stock,https://pcbuilders.lk/gigabyte-h610m-2/,31000.0,In Stock,https://www.winsoft.lk/product/gigabyte-h610m-k-ddr5-motherboard/
GIGABYTE H610M D3W WIFI6 DDR5 Motherboard,gigabyteh610md3wwifi6ddr5motherboard,,,,,,,,,,38000.0,In Stock,https://www.winsoft.lk/product/gigabyte-h610m-d3w-ddr5-motherboard/
Gigabyte A620M H DDR5 Motherboard,gigabytea620mhddr5motherboard,,,,,,,35000.0,In Stock,https://pcbuilders.lk/gigabyte-a620m/,35000.0,In Stock,https://www.winsoft.lk/product/gigabyte-a620m-h-ddr5-motherboard/
Gigabyte B760M E DDR5 Ultra Durable Motherboard,gigabyteb760meddr5ultradurablemotherboard,,,,,,,39000.0,In Stock,https://pcbuilders.lk/gigabyte-b760m/,39000.0,In Stock,https://www.winsoft.lk/product/gigabyte-b760m-e-ddr5-motherboard/
Gigabyte B760M K V2 DDR4 Motherboard,gigabyteb760mkv2ddr4motherboard,,,,,,,,,,39000.0,In Stock,https://www.winsoft.lk/product/gigabyte-b760m-k-v2-ddr4-motherboard/
Gigabyte B760 DS3H DDR4 Motherboard,gigabyteb760ds3hddr4motherboard,,,,,,,,,,55000.0,In Stock,https://www.winsoft.lk/product/gigabyte-b760-ds3h-ddr4-motherboard/
Gigabyte B760 DS3H WIFI6E GEN5 Motherboard,gigabyteb760ds3hwifi6e5motherboard,,,,,,,,,,69000.0,In Stock,https://www.winsoft.lk/product/gigabyte-b760-ds3h-wifi6e-gen5-motherboard/
Gigabyte B760M D3HP WIFI6 DDR5 Motherboard,gigabyteb760md3hpwifi6ddr5motherboard,,,,,,,,,,59500.0,In Stock,https://www.winsoft.lk/product/gigabyte-b760m-d3hp-wifi6-ddr5-motherboard/
Gigabyte H810M Gaming WIFI6 Motherboard,gigabyteh810mwifi6motherboard,,,,,,,,,,46000.0,In Stock,https://www.winsoft.lk/product/gigabyte-h810m-gaming-wifi6-motherboard/
Gigabyte B850 GAMING WIFI6 Motherboard,gigabyteb850wifi6motherboard,,,,,,,,,,77500.0,In Stock,https://www.winsoft.lk/product/gigabyte-b850-gaming-wifi6-motherboard/
Gigabyte X870 AORUS ELITE WIFI7 Motherboard,gigabytex870aoruselitewifi7motherboard,,,,,,,,,,155000.0,In Stock,https://www.winsoft.lk/product/gigabyte-x870-aorus-elite-wifi7-motherboard/
